NDVI_value
0.0311
0.0365
0.0296
0.0319
0.0415
0.0309
0.0282
0.0294
0.0367
0.0327
0.0305
0.0282
0.0342
0.0342
0.0318
0.0335
0.0251
0.0172
0.0366
0.0542
0.0157
0.0401
0.0412
0.0171
0.0181
0.0515
0.0322
0.0236
0.0196
0.0356
0.038
0.0397
0.0262
0.0092
0.0442
0.0406
0.0665
0.0353
-0.002
0.0196
0.0287
0.0336
0.0409
0.0285
-0.0
0.0414
0.0074
0.0688
0.0323
0.0216
0.0447
0.0174
0.0579
0.0544
0.0308
0.0602
0.0237
0.0354
0.0534
0.0469
0.0253
0.0231
0.0372
0.0539
0.0299
0.0138
0.0622
0.0578
0.0503
0.0077
0.0346
0.0269
0.1446
0.0636
0.0236
0.0021
0.0173
0.0419
0.0348
0.0627
0.0352
0.0386
0.0368
0.038
0.0584
0.0276
0.0301
0.0469
0.0585
0.0624
0.0414
0.033
0.0727
0.049
0.053
0.0435
0.0531
0.062
0.068
0.0642
0.043
0.064
0.0702
0.0515
0.0565
0.0493
0.0483
0.0499
0.0478
0.0507
0.0385
0.0691
0.0663
0.067
0.0506
0.0726
0.0689
0.1009
0.0487
0.0515
0.0298
0.0516
0.0543
0.0502
0.0745
0.032
0.0388
0.0149
0.027
0.0408
0.0287
0.0467
0.0378
0.0567
0.0303
0.0379
0.0478
0.0192
0.0421
0.0449
0.0476
0.033
0.0347
0.0443
0.0305
0.03
0.0183
0.0329
0.0288
0.0398
0.0239
0.0365
0.0455
0.0226
0.0369
0.0319
0.0384
0.0535
0.0614
0.0524
0.0199
0.0371
0.0189
0.0439
0.0281
0.0363
0.0494
0.0266
0.0582
0.1582
0.1271
0.1202
0.2603
0.2306
0.2038
0.179
0.0951
0.0661
0.0763
0.0426
0.022
0.0281
0.0493
0.0313
0.0214
0.0388
0.0737
0.0681
0.0451
0.0751
0.0766
0.0766
0.0555
0.0644
0.0693
0.0332
0.0283
0.0415
0.043
0.0157
0.0222
0.0257
0.052
0.0519
0.0379
0.0329
0.0368
0.0484
0.0532
0.0241
0.0544
0.0326
0.0257
0.0412
0.0394
0.0237
0.0242
0.0325
0.0356
0.0363
0.0232
0.0343
0.0244
0.035
0.0193
0.0333
0.034
0.0764
0.0892
0.0137
0.0479
0.0479
0.0355
0.0324
0.0429
0.0057
0.0344
0.0301
0.0125
0.0522
0.0448
0.0483
0.0463
0.0201
0.0272
0.0311
0.0214
0.0525
0.0403
0.0426
0.0186
0.0323
0.0514
0.0182
0.0091
0.0527
0.0197
0.0057
0.0259
0.0326
0.012
0.0522
0.0378
0.0481
0.0161
0.0263
0.0341
0.0231
0.0307
0.0246
0.0411
0.0077
0.0452
0.0153
0.0313
0.0335
0.0453
0.0302
0.0411
0.05
0.0201
0.003
0.0314
0.0218
0.0455
0.0536
0.0192
0.0316
0.0111
0.0389
0.0209
0.0395
0.0321
0.0671
0.0087
0.0444
0.0473
0.0403
0.0187
0.012
0.0393
0.0356
0.0186
0.0521
0.0344
0.0419
0.0245
0.0299
0.0485
0.0608
0.035
0.0264
0.0356
0.0268
0.0235
0.038
0.0263
0.0381
0.0605
0.0625
0.0578
0.0717
0.0265
0.0669
0.0148
0.0674
0.0658
0.0528
0.0478
0.0562
0.0224
0.0179
0.0223
0.0466
0.0565
0.0502
0.0495
0.0561
0.0405
0.0398
0.0185
0.0477
0.0543
0.0249
0.061
0.0618
0.0601
0.0643
0.0655
0.0848
0.0754
0.1062
0.0665
0.0836
0.0838
0.068
0.0818
0.0819
0.068
0.0888
0.1061
0.0917
0.0776
0.0717
0.0938
0.0842
0.0783
0.0862
0.1
0.0708
0.0941
0.0706
0.1175
0.1164
0.1198
0.1168
0.0665
0.0813
0.0629
0.0821
0.0725
0.0883
0.0926
0.0767
0.0952
0.111
0.076
0.1032
0.0959
0.0893
0.1207
0.1253
0.1239
0.1203
0.1229
0.1204
0.1237
0.118
0.1229
0.1245
0.124
0.126
0.1192
0.1187
0.121
0.1218
0.1198
0.1206
0.129
0.1221
0.1219
0.1279
0.1366
0.13
0.1281
0.1295
0.1277
0.1272
0.1269
0.1263
0.1149
0.1088
0.0744
0.069
0.0604
0.0681
0.065
0.0618
0.0584
0.0573
0.0622
0.0622
0.086
0.0826
0.0735
0.0618
0.0672
0.0707
0.0693
0.0678
0.0665
0.0662
0.0625
0.0611
0.061
0.0566
0.0599
0.0541
0.056
0.0558
0.0575
0.0549
0.057
0.0575
0.0568
0.0569
0.0591
0.0584
0.0532
0.0605
0.0609
0.0592
0.055
0.0536
0.0593
0.0588
0.0568
0.0644
0.0576
0.0567
0.0585
0.0641
0.0355
0.0599
0.0488
0.0423
